"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Components (product.metafields.custom.components)","Shipping Info (product.metafields.custom.shipping_info)","expiration months (product.metafields.custom.expiration_months)","Catalog Number (product.metafields.custom.catalog_number)","Volume (product.metafields.custom.volume)","Unit/Packs (product.metafields.custom.unit_packs)","Storage Conditions (product.metafields.custom.storage_conditions)","Matrix (product.metafields.custom.matrix)","CAS Number (product.metafields.custom.cas_number)","DOT Hazardous (product.metafields.custom.dot_hazardous)","COA (product.metafields.custom.coa)","SDS (product.metafields.custom.sds)"
"tclp-vx-tclp-volatiles-spike-standard-for-tclp-series-methods-2-000-g-ml-(2-000-ppm)-in-methanol-p&t-1ml","TCLP Volatiles Spike Standard for TCLP Series Methods, 2,000 μg/mL (2,000 ppm) in Methanol-P&T, 1mL","TCLP Series Volatiles

Toxicity Characteristic Leaching Procedure (TCLP) is a soil sample extraction method for chemical analysis employed as an analytical method to simulate leaching through a landfill.",,,,"TRUE","[{""component"":""Benzene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""71-43-2""},{""component"":""2-Butanone"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""78-93-3""},{""component"":""Carbon tetrachloride"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""56-23-5""},{""component"":""Chlorobenzene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""108-90-7""},{""component"":""Chloroform"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""67-66-3""},{""component"":""1,4-Dichlorobenzene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""106-46-7""},{""component"":""1,2-Dichloroethane"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""107-06-2""},{""component"":""1,1-Dichloroethene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""75-35-4""},{""component"":""Tetrachloroethene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""127-18-4""},{""component"":""Trichloroethene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""79-01-6""},{""component"":""Vinyl chloride"",""concentration"":""2,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""75-01-4""}]","Freezer","12","TCLP-VX","1 mL","1","Freezer","Methanol-P&T","Multiple","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/TCLP-VX.pdf"
"tclp-bna-tclp-base-neutral-acid-extractable-spike-solution-for-us-epa-method-1311-tclp-series-2-000-g-ml-(2-000-ppm)-in-methylene-chloride-1-ml","TCLP Base/Neutral/Acid Extractable Spike Solution for US EPA Method 1311-TCLP Series, 2,000 μg/mL (2,000 ppm) in Methylene Chloride, 1 mL","Semivolatiles

US EPA Method 1311-TCLP Series Methods - EPA methods 1311 and 1312 analytical methods for the monitoring of a wide range of compounds in various samples using the Toxicity Characteristic Leaching Procedure (TCLP).",,,,"TRUE","[{""component"":""1,4-Dichlorobenzene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""106-46-7""},{""component"":""2,4-Dinitrotoluen"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""121-14-2""},{""component"":""Hexachlorobenzene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""118-74-1""},{""component"":""Hexachlorobutadiene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""87-68-3""},{""component"":""Hexachloroethane"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""67-72-1""},{""component"":""2-Methylphenol"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""95-48-7""},{""component"":""3-Methylphenol"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""108-39-4""},{""component"":""4-Methylphenol"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""106-44-5""},{""component"":""Nitrobenzene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""98-95-3""},{""component"":""Pentachlorophenol"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""87-86-5""},{""component"":""Pyridine"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""110-86-1""},{""component"":""2,4,5-Trichlorophenol"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""95-95-4""},{""component"":""2,4,6-Trichlorophenol"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""88-06-2""}]","Ambient","36","TCLP-BNA","1 mL","1","Ambient","Methylene Chloride","Multiple","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/TCLP-BNA.pdf"
"sv-x-balance-mix-option-a-for-us-epa-method-8270-and-clp-series-methods-2-000-g-ml-(2-000-ppm)-in-methylene-chloride-1ml","Balance Mix, Option A, for US EPA Method 8270 and CLP Series Methods, 2,000 μg/mL (2,000 ppm) in Methylene Chloride, 1mL","Semivolatiles

US EPA Method 8270 is a general analytical method for the monitoring of semivolatiles in environmental and waste samples by GC/MS.

CLP Series Methods: The US EPA retains analytical services through the Contract Laboratory Program (CLP). The CLP follows detailed SOPs derived from EPA methods and SW-846. The CLP Volatile Organic Analysis Method is an analytical method for the analysis of aqueous or solid samples for VOCs by GC/MS. ",,,,"TRUE","[{""component"":""Aniline"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""62-53-3""},{""component"":""Azobenzene"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""103-33-3""},{""component"":""Carbazole"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""86-74-8""},{""component"":""3-Methylphenol"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""108-39-4""},{""component"":""n-Nitrosodimethylamine"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""62-75-9""},{""component"":""Pyridine"",""concentration"":""2,000 μg/mL"",""matrix"":""Methylene Chloride"",""cas"":""110-86-1""}]","Ambient","36","SV-X","1 mL","1","Ambient","Methylene Chloride","Multiple","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/SV-X.pdf"
"s-rg-20k-regular-unleaded-gasoline-petrochemical-fuel-standard-20-000-g-ml-(20-000-ppm)-cas-#86290-81-5-in-methanol-p&t-1-ml","Regular Unleaded Gasoline Petrochemical Fuel Standard, 20,000 μg/mL (20,000 ppm), CAS #86290-81-5 in Methanol-P&T, 1 mL","Petroleum and LUST Standards

The EPA regulates the monitoring and testing of underground storage tanks (USTs), that were or are used to store petroleum or other hazardous substances, which could impact the environment and human health. Currently, there are over half a million registered underground storage tanks in the US alone. Many tanks installed prior to the mid-80s were composed of steel, which can corrode over time allowing for leakage into the surrounding groundwater and soil. 

The Hazardous and Solid Waste Amendments to the Resource Conservation and Recovery Act (RCRA), passed in 1984, required the US Environmental Protection Agency (EPA) to develop regulations for the underground storage of motor fuels. The EPA requires owners and operators of USTs to maintain and clean up sites damaged by petroleum contamination.

SPEX CertiPrep provides standards designed to meet the testing requirements set up by the EPA and many individual state regulations for LUST and LUFT.",,,,"TRUE","[{""component"":""Regular Unleaded Gasoline"",""concentration"":""20,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""86290-81-5""}]","Ambient","36","S-RG-20K","1 mL","1","Ambient","Methanol-P&T","86290-81-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-RG-20K.pdf"
"s-df2-20k-#2-diesel-fuel-oil-standard-20-000-g-ml-(20-000-ppm)-cas-#68476-34-6-in-methanol-1-ml","#2 Diesel Fuel Oil Standard, 20,000 μg/mL (20,000 ppm), CAS #68476-34-6 in Methanol, 1 mL","Petroleum and LUST Standards

The EPA regulates the monitoring and testing of underground storage tanks (USTs), that were or are used to store petroleum or other hazardous substances, which could impact the environment and human health. Currently, there are over half a million registered underground storage tanks in the US alone. Many tanks installed prior to the mid-80s were composed of steel, which can corrode over time allowing for leakage into the surrounding groundwater and soil. 

The Hazardous and Solid Waste Amendments to the Resource Conservation and Recovery Act (RCRA), passed in 1984, required the US Environmental Protection Agency (EPA) to develop regulations for the underground storage of motor fuels. The EPA requires owners and operators of USTs to maintain and clean up sites damaged by petroleum contamination.

SPEX CertiPrep provides standards designed to meet the testing requirements set up by the EPA and many individual state regulations for LUST and LUFT.",,,,"TRUE","[{""component"":""#2 Diesel Fuel Oil"",""concentration"":""20,000 μg/mL"",""matrix"":""Methanol"",""cas"":""68476-34-6""}]","Ambient","36","S-DF2-20K","1 mL","1","Ambient","Methanol","68476-34-6","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-DF2-20K.pdf"
"s-990-crotonaldehyde-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#123-73-9-in-di-water-1-ml","Crotonaldehyde Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #123-73-9 in DI Water, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Crotonaldehyde"",""concentration"":""1,000 μg/mL"",""matrix"":""DI Water"",""cas"":""123-73-9""}]","Refrigerator","3","S-990","1 mL","1","Refrigerator","DI Water","123-73-9","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-990.pdf"
"s-965-chlorpyrifos-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#2921-88-2-in-methanol-1-ml","Chlorpyrifos Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #2921-88-2 in Methanol, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Chlorpyrifos"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""2921-88-2""}]","Ambient","36","S-965","1 mL","1","Ambient","Methanol","2921-88-2","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-965.pdf"
"s-915-chlorothalonil-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#1897-45-6-in-methanol-1-ml","Chlorothalonil Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #1897-45-6 in Methanol, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Chlorothalonil"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""1897-45-6""}]","Ambient","24","S-915","1 mL","1","Ambient","Methanol","1897-45-6","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-915.pdf"
"s-908-1-chloro-2-propanol-(contains-2-chloro-1-propanol)-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#127-00-4-in-methanol-p&t-1-ml","1-Chloro-2-propanol (Contains 2-Chloro-1-propanol) Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #127-00-4 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""1-Chloro-2-propanol"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""127-00-4""}]","Freezer","12","S-908","1 mL","1","Freezer","Methanol-P&T","127-00-4","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-908.pdf"
"s-875-chloromethane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#74-87-3-in-methanol-p&t-1-ml","Chloromethane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #74-87-3 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Chloromethane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""74-87-3""}]","Freezer","12","S-875","1 mL","1","Freezer","Methanol-P&T","74-87-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-875.pdf"
"s-865-chloroform-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#67-66-3-in-methanol-p&t-1-ml","Chloroform Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #67-66-3 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Chloroform"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""67-66-3""}]","Ambient","36","S-865","1 mL","1","Ambient","Methanol-P&T","67-66-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-865.pdf"
"s-855-2-chloroethyl-vinyl-ether-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#110-75-8-in-methanol-p&t-1-ml","2-Chloroethyl vinyl ether Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #110-75-8 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""2-Chloroethyl vinyl ether"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""110-75-8""}]","Freezer","18","S-855","1 mL","1","Freezer","Methanol-P&T","110-75-8","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-855.pdf"
"s-845-chloroethane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#75-00-3-in-methanol-p&t-1-ml","Chloroethane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #75-00-3 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Chloroethane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""75-00-3""}]","Freezer","24","S-845","1 mL","1","Freezer","Methanol-P&T","75-00-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-845.pdf"
"s-840-chlorodifluoromethane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#75-45-6-in-methanol-p&t-1-ml","Chlorodifluoromethane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #75-45-6 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Chlorodifluoromethane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""75-45-6""}]","Freezer","36","S-840","1 mL","1","Freezer","Methanol-P&T","75-45-6","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-840.pdf"
"s-802-2-chloraniline-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#95-51-2-in-methanol-p&t-1-ml","2-Chloraniline Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #95-51-2 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""2-Chloraniline"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""95-51-2""}]","Ambient","36","S-802","1 mL","1","Ambient","Methanol-P&T","95-51-2","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-802.pdf"
"s-780-chlordane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#57-74-9-in-hexane-1-ml","Chlordane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #57-74-9 in Hexane, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Chlordane"",""concentration"":""1,000 μg/mL"",""matrix"":""Hexane"",""cas"":""57-74-9""}]","Ambient","36","S-780","1 mL","1","Ambient","Hexane","57-74-9","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-780.pdf"
"s-7612-valencene-single-component-cannstandard-1-000-g-ml-(1-000-ppm)-cas-#4630-07-3-in-methanol-1-ml","Valencene Single-Component CannStandard, 1,000 μg/mL (1,000 ppm), CAS #4630-07-3 in Methanol, 1 mL","Cannabis Standards
Analytical Standards for Medicinal and Recreational Cannabis Testing

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants.

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662",,,,"TRUE","[{""component"":""Valencene"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""4630-07-3""}]","Freezer","24","S-7612","1 mL","1","Freezer","Methanol","4630-07-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-7612.pdf"
